Group	Species	Classification	sppsOnBins	N	N_Institutes	taxIDs	BINs	Phylum	Order	Family	Genus
Invertebrates	Metridia gerlachei	F		0	0	31026		Arthropoda	Calanoida	Metridinidae	Metridia
Invertebrates	Metridia venusta	F		0	0	152199		Arthropoda	Calanoida	Metridinidae	Metridia
Invertebrates	Metridium dianthus	D		0	1	592516		Cnidaria	Actiniaria	Metridiidae	Metridium
Invertebrates	Metula amosi	F		0	0	302954		Mollusca	Neogastropoda	Colubrariidae	Metula
Invertebrates	Microphasma agassizi	F		0	0	153403		Arthropoda	Amphipoda	Microphasmidae	Microphasma
Invertebrates	Microsetella norvegica	B	Microsetella norvegica	14	1	326831	BOLD:ACL7979	Arthropoda	Harpacticoida	Ectinosomatidae	Microsetella
Invertebrates	Mikroconchoecia curta	F		0	0	652307		Arthropoda	Halocyprida	Halocyprididae	Mikroconchoecia
Invertebrates	Molpadia intermedia	A	Molpadia intermedia	10	2	99742	BOLD:AAC7305	Echinodermata	Molpadida	Molpadiidae	Molpadia
Invertebrates	Molpadia musculus	D	Molpadia musculus	3	1	187694	BOLD:AAG4365,BOLD:AAE9948,BOLD:ABA2109,BOLD:ABA2108	Echinodermata	Molpadida	Molpadiidae	Molpadia
Invertebrates	Monetaria caputserpentis	D		7	4	85107		Mollusca	Littorinimorpha	Cypraeidae	Monetaria
Invertebrates	Monetaria moneta	F		0	0	31197		Mollusca	Littorinimorpha	Cypraeidae	Monetaria
Invertebrates	Monoplex pilearis	D	Monoplex pilearis,Cymatium parthenopeum	1	1	856652	BOLD:ADI4651	Mollusca	Littorinimorpha	Cymatiidae	Monoplex
Invertebrates	Morula uva	D		6	2	85114		Mollusca	Neogastropoda	Muricidae	Morula
Invertebrates	Muggiaea atlantica	D	Muggiaea atlantica	3	2	455862	BOLD:ACH7036,BOLD:ABW2174	Cnidaria	Siphonophorae	Diphyidae	Muggiaea
Invertebrates	Munida gregaria	B	Munida gregaria	4	1	164717	BOLD:AAC5764	Arthropoda	Decapoda	Munididae	Munida
Invertebrates	Munida spinosa	D		6	2	164715		Arthropoda	Decapoda	Munididae	Munida
Invertebrates	Munidopsis antonii	F		0	0	103646		Arthropoda	Decapoda	Munidopsidae	Munidopsis
Invertebrates	Munidopsis exuta	F		0	0	103645		Arthropoda	Decapoda	Munidopsidae	Munidopsis
Invertebrates	Munidopsis opalescens	F		0	0	667817		Arthropoda	Decapoda	Munidopsidae	Munidopsis
Invertebrates	Munidopsis recta	F		0	0	103641		Arthropoda	Decapoda	Munidopsidae	Munidopsis
Invertebrates	Munidopsis trifida	D		2	1	193315		Arthropoda	Decapoda	Munidopsidae	Munidopsis
Invertebrates	Munidopsis verrucosus	F		0	0	103638		Arthropoda	Decapoda	Munidopsidae	Munidopsis
Invertebrates	Munnopsis abyssalis	F		0	0	164175		Arthropoda	Isopoda	Munnopsidae	Munnopsis
Invertebrates	Muricea fruticosa	F		0	0	652376		Cnidaria	Alcyonacea	Plexauridae	Muricea
Invertebrates	Muricea purpurea	D		1	1	506111		Cnidaria	Alcyonacea	Plexauridae	Muricea
Invertebrates	Muusoctopus eureka	F		0	0	NA		Mollusca	Octopoda	Enteroctopodidae	Muusoctopus
Invertebrates	Mytilus chilensis	D		3	1	642648		Mollusca	Mytilida	Mytilidae	Mytilus
Invertebrates	Nacella clypeater	F		0	0	300330		Mollusca	check_spell	Nacellidae	Nacella
Invertebrates	Nacella concinna	F		0	0	300331		Mollusca	check_spell	Nacellidae	Nacella
Invertebrates	Nacella deaurata	F		0	0	507844		Mollusca	check_spell	Nacellidae	Nacella
Invertebrates	Nacella flammea	F		0	0	300329		Mollusca	check_spell	Nacellidae	Nacella
Invertebrates	Nacella magellanica	F		0	0	507843		Mollusca	check_spell	Nacellidae	Nacella
Invertebrates	Nacella mytilina	F		0	0	103673		Mollusca	check_spell	Nacellidae	Nacella
Invertebrates	Naineris laevigata	B	Naineris laevigata	4	1	515195	BOLD:ACC7847	Annelida	check_spell	Orbiniidae	Naineris
Invertebrates	Nannocalanus minor	D		10	4	32381		Arthropoda	Calanoida	Calanidae	Nannocalanus
Invertebrates	Naria albuginosa	F		0	0	31180		Mollusca	Littorinimorpha	Cypraeidae	Naria
Invertebrates	Naria cernica	F		0	0	31184		Mollusca	Littorinimorpha	Cypraeidae	Naria
Invertebrates	Naria englerti	F		0	0	28859		Mollusca	Littorinimorpha	Cypraeidae	Naria
Invertebrates	Naria erosa	D		0	1	85168		Mollusca	Littorinimorpha	Cypraeidae	Naria
Invertebrates	Naria helvola	F		0	0	84889		Mollusca	Littorinimorpha	Cypraeidae	Naria
Invertebrates	Nauticaris magellanica	B	Nauticaris magellanica	6	1	393146	BOLD:AAZ5310	Arthropoda	Decapoda	Hippolytidae	Nauticaris
Invertebrates	Nematobrachion flexipes	D		2	1	32640		Arthropoda	Euphausiacea	Euphausiidae	Nematobrachion
Invertebrates	Nematocarcinus ensifer	F		0	0	8403		Arthropoda	Decapoda	Nematocarcinidae	Nematocarcinus
Invertebrates	Nematoscelis atlantica	D		2	1	81350		Arthropoda	Euphausiacea	Euphausiidae	Nematoscelis
Invertebrates	Nematoscelis gracilis	D		1	1	82022		Arthropoda	Euphausiacea	Euphausiidae	Nematoscelis
Invertebrates	Nematoscelis megalops	F		0	0	106986		Arthropoda	Euphausiacea	Euphausiidae	Nematoscelis
Invertebrates	Neocalanus cristatus	D	Neocalanus cristatus	1	1	24528	BOLD:AAA2054	Arthropoda	Calanoida	Calanidae	Neocalanus
Invertebrates	Neocalanus gracilis	D		1	1	31947		Arthropoda	Calanoida	Calanidae	Neocalanus
Invertebrates	Neocalanus robustior	D		1	1	15652		Arthropoda	Calanoida	Calanidae	Neocalanus
Invertebrates	Neocalanus tonsus	F		0	0	32385		Arthropoda	Calanoida	Calanidae	Neocalanus
Invertebrates	Neogonodactylus oerstedii	A	Neogonodactylus oerstedii	7	2	32953	BOLD:AAC6143	Arthropoda	Stomatopoda	Gonodactylidae	Neogonodactylus
Invertebrates	Neolithodes diomedeae	F		0	0	652473		Arthropoda	Decapoda	Lithodidae	Neolithodes
Invertebrates	Neotiara lens	D		1	1	302969		Mollusca	Neogastropoda	Mitridae	Neotiara
Invertebrates	Nephtys ferruginea	D		0	1	370460		Annelida	Phyllodocida	Nephtyidae	Nephtys
Invertebrates	Nephtys paradoxa	D		15	4	377878		Annelida	Phyllodocida	Nephtyidae	Nephtys
Invertebrates	Nereis pelagica	C	Nereis pelagica	82	6	177411	BOLD:AAB1421,BOLD:AAF4530,BOLD:ABX6564	Annelida	Phyllodocida	Nereididae	Nereis
Invertebrates	Nereis splendida	A	Nereis splendida	4	2	646217	BOLD:ACH5486	Annelida	Phyllodocida	Nereididae	Nereis
Invertebrates	Nerita funiculata	F		0	0	82339		Mollusca	Cycloneritida	Neritidae	Nerita
Invertebrates	Nerita lirellata	F		0	0	154220		Mollusca	Cycloneritida	Neritidae	Nerita
Invertebrates	Nerita scabricosta	F		0	0	80956		Mollusca	Cycloneritida	Neritidae	Nerita
Invertebrates	Nerita undata	C	Nerita undata	7	3	25145	BOLD:ACE5737,BOLD:ABY4809,BOLD:ACE5589,BOLD:AAB4013,BOLD:AAB4015,BOLD:ABY9761,BOLD:AAB4017,BOLD:ACE4673,BOLD:ABZ3589,BOLD:AAB4014	Mollusca	Cycloneritida	Neritidae	Nerita
Invertebrates	Nidorellia armata	D	Nidorellia armata	1	1	221634	BOLD:ADP1891	Echinodermata	Valvatida	Oreasteridae	Nidorellia
Invertebrates	Ninoe leptognatha	F		0	0	300479		Annelida	Eunicida	Lumbrineridae	Ninoe
Invertebrates	Niphates erecta	D		6	1	152427		Porifera	Haplosclerida	Niphatidae	Niphates
Invertebrates	Nodilittorina pyramidalis	D		1	1	79212		Mollusca	Littorinimorpha	Littorinidae	Nodilittorina
Invertebrates	Nothria conchylega	A	Nothria conchylega	10	2	205805	BOLD:AAI2450	Annelida	Eunicida	Onuphidae	Nothria
Invertebrates	Notochthamalus scabrosus	F		0	0	211592		Arthropoda	Sessilia	Chthamalidae	Notochthamalus
Invertebrates	Notomastus latericeus	B	Notomastus latericeus	7	1	415334	BOLD:ACB7866	Annelida	check_spell	Capitellidae	Notomastus
Invertebrates	Nucula profundorum	F		0	0	669176		Mollusca	Nuculida	Nuculidae	Nucula
Invertebrates	Nyctiphanes simplex	B	Nyctiphanes simplex	13	1	80604	BOLD:AAK4259	Arthropoda	Euphausiacea	Euphausiidae	Nyctiphanes
Invertebrates	Nymphon subtile	D		2	1	80511		Arthropoda	Pantopoda	Nymphonidae	Nymphon
Invertebrates	Obelia dichotoma	E**	Obelia longissima,Obelia dichotoma	14	1	79646	BOLD:AAE6029,BOLD:ACO3910,BOLD:ACI0373,BOLD:AAX5515,BOLD:ADB9314	Cnidaria	Leptothecata	Campanulariidae	Obelia
Invertebrates	Obtusoecia antarctica	D		4	1	249266		Arthropoda	Halocyprida	Halocyprididae	Obtusoecia
Invertebrates	Octopus bimaculatus	F		0	0	747584		Mollusca	Octopoda	Octopodidae	Octopus
Invertebrates	Octopus mimus	D		14	3	642637		Mollusca	Octopoda	Octopodidae	Octopus
Invertebrates	Octopus vulgaris	E**	Octopus salutii,Octopus vulgaris,Octopus oshimai	27	3	26440	BOLD:ACF2946,BOLD:ACG8450,BOLD:AAB0290,BOLD:ACG8037,BOLD:ADI2098,BOLD:AAB0289	Mollusca	Octopoda	Octopodidae	Octopus
Invertebrates	Odontaster meridionalis	C	Odontaster meridionalis	5	1	213258	BOLD:ABW1983,BOLD:ACI1273,BOLD:AAE2389,BOLD:AAE2388	Echinodermata	Valvatida	Odontasteridae	Odontaster
Invertebrates	Odontaster penicillatus	D		14	2	221437		Echinodermata	Valvatida	Odontasteridae	Odontaster
Invertebrates	Oithona atlantica	D	Oithona atlantica	1	1	142598	BOLD:ACM8032	Arthropoda	Cyclopoida	Oithonidae	Oithona
Invertebrates	Oithona attenuata	F		0	0	675525		Arthropoda	Cyclopoida	Oithonidae	Oithona
Invertebrates	Oithona plumifera	D		8	3	349763		Arthropoda	Cyclopoida	Oithonidae	Oithona
Invertebrates	Oithona similis	C	Oithona similis	8	3	142599	BOLD:AAD7751,BOLD:ACK9027,BOLD:AAG5172,BOLD:ADU0358,BOLD:ACQ4233,BOLD:AAD7750	Arthropoda	Cyclopoida	Oithonidae	Oithona
Invertebrates	Oithona simplex	F		0	0	675526		Arthropoda	Cyclopoida	Oithonidae	Oithona
Invertebrates	Olivella volutella	F		0	0	302966		Mollusca	Neogastropoda	Olividae	Olivella
Invertebrates	Oncaea mediterranea	D		3	2	799587		Arthropoda	Cyclopoida	Oncaeidae	Oncaea
Invertebrates	Oncaea venusta	D		21	3	315365		Arthropoda	Cyclopoida	Oncaeidae	Oncaea
Invertebrates	Oneirophanta setigera	D		2	2	223041		Echinodermata	Synallactida	Deimatidae	Oneirophanta
Invertebrates	Onuphis iridescens	D		0	1	214485		Annelida	Eunicida	Onuphidae	Onuphis
Invertebrates	Onuphis pseudoiridescens	F		0	0	300478		Annelida	Eunicida	Onuphidae	Onuphis
Invertebrates	Onychoteuthis banksii	D		5	1	103459		Mollusca	Oegopsida	Onychoteuthidae	Onychoteuthis
Invertebrates	Onykia ingens	E*	Moroteuthopsis ingens,Onykia ingens	7	1	608198	BOLD:AAA6541	Mollusca	Oegopsida	Onychoteuthidae	Onykia
Invertebrates	Opeatostoma pseudodon	D		4	1	277288		Mollusca	Neogastropoda	Fasciolariidae	Opeatostoma
Invertebrates	Ophiacantha pentactis	D	Ophiacantha pentactis,Ophiacantha vivipara	3	1	219091	BOLD:AAC1442	Echinodermata	Ophiacanthida	Ophiacanthidae	Ophiacantha
Invertebrates	Ophiacantha vivipara	E**	Ophiacantha pentactis,Ophiacantha vivipara	6	1	99936	BOLD:AAC1442,BOLD:ACQ6916,BOLD:AAT9628	Echinodermata	Ophiacanthida	Ophiacanthidae	Ophiacantha
Invertebrates	Ophiactis profundi	D	Ophiactis profundi	2	2	99932	BOLD:AAM4874,BOLD:ACQ5780,BOLD:AAK3417	Echinodermata	Amphilepidida	Ophiactidae	Ophiactis
Invertebrates	Ophiactis savignyi	D	Ophiactis savignyi	2	1	84452	BOLD:AAM3922,BOLD:ADE1530,BOLD:ABA2116,BOLD:AAM3923	Echinodermata	Amphilepidida	Ophiactidae	Ophiactis
Invertebrates	Ophiactis simplex	E*	Ophionereis annulata,Ophiactis simplex	5	3	164841	BOLD:ACC6904	Echinodermata	Amphilepidida	Ophiactidae	Ophiactis
Invertebrates	Ophiochiton fastigatus	D	Ophiochiton fastigatus	1	1	219441	BOLD:AAK3407	Echinodermata	Amphilepidida	Ophionereididae	Ophiochiton
Invertebrates	Ophiocoma aethiops	D		4	1	219459		Echinodermata	Ophiacanthida	Ophiocomidae	Ophiocoma
Invertebrates	Ophiocomella alexandri	D		7	1	219460		Echinodermata	Ophiacanthida	Ophiocomidae	Ophiocomella
Invertebrates	Ophiocten hastatum	C	Ophiocten hastatum	8	2	140257	BOLD:AAC6367,BOLD:AAC6370,BOLD:AAC6369	Echinodermata	Ophiurida	Ophiuridae	Ophiocten
Invertebrates	Ophioderma panamensis	D	Ophioderma panamensis	2	2	219606	BOLD:ADN0062,BOLD:ADN0979	Echinodermata	Ophiacanthida	Ophiodermatidae	Ophioderma
Invertebrates	Ophiolepis variegata	D	Ophiolepis variegata	2	1	219691	BOLD:ACC6950	Echinodermata	Amphilepidida	Ophiolepididae	Ophiolepis
Invertebrates	Ophiolimna antarctica	E**	Ophiolimna antarctica,Ophiopleura inermis,Ophioplinthus tuberosa	6	1	219008	BOLD:AAC9778,BOLD:AAB9916	Echinodermata	Ophiacanthida	Ophiacanthidae	Ophiacantha
Invertebrates	Ophiolimna antarctica	E**	Ophiolimna antarctica,Ophiopleura inermis,Ophioplinthus tuberosa	6	1	219008	BOLD:AAC9778,BOLD:AAB9916	Echinodermata	Ophiacanthida	Ophiacanthidae	Ophiolimna
Invertebrates	Ophiolimna antarctica	D		0	1	125340		Echinodermata	Ophiacanthida	Ophiacanthidae	Ophiacantha
Invertebrates	Ophiolimna antarctica	D		0	1	125340		Echinodermata	Ophiacanthida	Ophiacanthidae	Ophiolimna
Invertebrates	Ophiomusa australe	D	Ophiomusa australe	2	1	219707	BOLD:AAM4856	Echinodermata	Ophiurida	Ophiomusaidae	Ophiomusa
Invertebrates	Ophiomusa lymani	D	Ophiomusa lymani	2	1	140260	BOLD:AAF0993	Echinodermata	Ophiurida	Ophiomusaidae	Ophiomusa
Invertebrates	Ophiomyxa vivipara	D		3	1	219877		Echinodermata	Ophiacanthida	Ophiomyxidae	Ophiomyxa
Invertebrates	Ophionereis annulata	D	Ophiactis simplex,Ophionereis eurybrachiplax,Ophionereis annulata	3	2	219914	BOLD:ADO1421,BOLD:ACC6922,BOLD:ACC6904	Echinodermata	Amphilepidida	Ophionereididae	Ophionereis
Invertebrates	Ophionotus victoriae	C	Ophionotus victoriae	23	1	208483	BOLD:AAB1866,BOLD:ADM3956,BOLD:ADM6467,BOLD:ADM4137	Echinodermata	Ophiurida	Ophiuridae	Ophionotus
Invertebrates	Ophioplinthus martensi	E**	Ophioplinthus brevirima,Ophioplinthus martensi,Ophiura flexibilis,Ophiurolepis gelida,Ophioplinthus gelida	8	1	220348	BOLD:ACF5802,BOLD:AAA8607,BOLD:AAB7172	Echinodermata	Ophiurida	Ophiopyrgidae	Ophioplinthus
Invertebrates	Ophiosphalma glabrum	D	Ophiosphalma glabrum	2	1	140250	BOLD:AAI1151	Echinodermata	Ophiurida	Ophiosphalmidae	Ophiosphalma
Invertebrates	Ophiosphalma jolliense	A	Ophiosphalma jolliense	6	2	220379	BOLD:AAE1711	Echinodermata	Ophiurida	Ophiosphalmidae	Ophiosphalma
Invertebrates	Ophiothrix spiculata	C	Ophiothrix spiculata	4	2	220092	BOLD:AAW9067,BOLD:ACC6919	Echinodermata	Amphilepidida	Ophiotrichidae	Ophiothrix
Invertebrates	Ophiura flagellata	D		6	2	140273		Echinodermata	Ophiurida	Ophiuridae	Ophiura
Invertebrates	Ophiura irrorata	E**	Ophiura irrorata,Ophiura migrans	14	1	257694	BOLD:AAB4036,BOLD:AAB4034,BOLD:AAO2568,BOLD:AAB4031,BOLD:ADM6133,BOLD:ADS1712,BOLD:AAT9439,BOLD:ADM4677,BOLD:ABY9336,BOLD:ADS1711,BOLD:ADV0996	Echinodermata	Ophiurida	Ophiuridae	Ophiura
Invertebrates	Ophiura lymani	E**	Ophiura aff.,Ophiuroglypha carinifera,Ophiura lymani	69	3	220449	BOLD:ACF2966,BOLD:AAZ6383,BOLD:AAE5143,BOLD:AAE5144,BOLD:ACF2668	Echinodermata	Ophiurida	Ophiuridae	Ophiura
Invertebrates	Oplophorus gracilirostris	C	Oplophorus gracilirostris	8	1	193405	BOLD:AAC5964,BOLD:ACQ7247,BOLD:ACG7864	Arthropoda	Decapoda	Oplophoridae	Oplophorus
Invertebrates	Orchestoidea tuberculata	F		0	0	652769		Arthropoda	Amphipoda	Talitridae	Orchestoidea
Invertebrates	Orthoconchoecia bispinosa	F		0	0	936276		Arthropoda	Halocyprida	Halocyprididae	Orthoconchoecia
Invertebrates	Orthoconchoecia haddoni	F		0	0	852274		Arthropoda	Halocyprida	Halocyprididae	Orthoconchoecia
Invertebrates	Ostrea conchaphila	D		28	2	169767		Mollusca	Ostreida	Ostreidae	Ostrea
Invertebrates	Owenia fusiformis	C	Owenia fusiformis	8	2	29435	BOLD:AAY9554,BOLD:AAW0013,BOLD:AAA1512,BOLD:AAZ1576,BOLD:AAZ1579,BOLD:AAZ1578,BOLD:AAA1511,BOLD:AAZ1577,BOLD:ADF4314	Annelida	Sabellida	Oweniidae	Owenia
Invertebrates	Oxycephalus clausi	D		1	1	455854		Arthropoda	Amphipoda	Oxycephalidae	Oxycephalus
Invertebrates	Oxymeris strigata	B	Oxymeris strigata	4	1	459284	BOLD:AAF3504	Mollusca	Neogastropoda	Terebridae	Oxymeris
Invertebrates	Pachos punctatum	F		0	0	302277		Arthropoda	Cyclopoida	Cyclopoida incertae sedis	Pachos
Invertebrates	Pachydermia laevis	F		0	0	199644		Mollusca	Neomphalida	Peltospiridae	Pachydermia
Invertebrates	Pachygrapsus transversus	A	Pachygrapsus transversus	4	2	311458	BOLD:AAG9839	Arthropoda	Decapoda	Grapsidae	Pachygrapsus
Invertebrates	Pagurus comptus	C	Pagurus comptus	6	1	393128	BOLD:AAZ5268,BOLD:AAZ5267	Arthropoda	Decapoda	Paguridae	Pagurus
Invertebrates	Pallenopsis patagonica	C	Pallenopsis patagonica	13	1	236717	BOLD:ACB6129,BOLD:AAZ5185,BOLD:AAH2511,BOLD:AAZ5331,BOLD:ACB6130,BOLD:AAZ5330	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis
Invertebrates	Pallenopsis pilosa	D		18	4	195743		Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis
Invertebrates	Pallenopsis vanhoeffeni	D		2	2	236729		Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis
Invertebrates	Pannychia moseleyi	D	Pannychia moseleyi	1	1	140291	BOLD:ABA2140,BOLD:ABA3133,BOLD:AAI5301	Echinodermata	Elasipodida	Laetmogonidae	Pannychia
Invertebrates	Panulirus gracilis	F		0	0	30714		Arthropoda	Decapoda	Palinuridae	Panulirus
Invertebrates	Panulirus inflatus	D		1	1	30711		Arthropoda	Decapoda	Palinuridae	Panulirus
Invertebrates	Panulirus pascuensis	D		1	1	30706		Arthropoda	Decapoda	Palinuridae	Panulirus
Invertebrates	Panulirus penicillatus	D	Panulirus penicillatus	1	1	30704	BOLD:AAI5264	Arthropoda	Decapoda	Palinuridae	Panulirus
Invertebrates	Paracalanus aculeatus	D		4	2	211410		Arthropoda	Calanoida	Paracalanidae	Paracalanus
Invertebrates	Paracalanus indicus	D		18	1	652985		Arthropoda	Calanoida	Paracalanidae	Paracalanus
Invertebrates	Paracalanus parvus	C	Paracalanus parvus	17	3	18949	BOLD:AAC8281,BOLD:AAC8283,BOLD:ACQ2026,BOLD:ACL8030,BOLD:ADW9037,BOLD:AAU0467,BOLD:ADW9038,BOLD:ACK9448,BOLD:AAC8282	Arthropoda	Calanoida	Paracalanidae	Paracalanus
Invertebrates	Paraconchoecia aequiseta	F		0	0	652993		Arthropoda	Halocyprida	Halocyprididae	Paraconchoecia
Invertebrates	Paraconchoecia oblonga	F		0	0	652997		Arthropoda	Halocyprida	Halocyprididae	Paraconchoecia
Invertebrates	Paraeuchaeta antarctica	F		0	0	31991		Arthropoda	Calanoida	Euchaetidae	Paraeuchaeta
Invertebrates	Paraeuchaeta hebes	D		5	1	653000		Arthropoda	Calanoida	Euchaetidae	Paraeuchaeta
Invertebrates	Paraheterorhabdus robustus	F		0	0	152177		Arthropoda	Calanoida	Heterorhabdidae	Paraheterorhabdus
Invertebrates	Paralomis granulosa	D	Paralomis granulosa	2	1	393132	BOLD:AAZ6347	Arthropoda	Decapoda	Lithodidae	Paralomis
Invertebrates	Paralomis spinosissima	D		1	1	660610		Arthropoda	Decapoda	Lithodidae	Paralomis
Invertebrates	Paralophaster antarcticus	E**	Paralophaster antarcticus,Paralophaster godfroyi	5	1	213252	BOLD:AAE3594,BOLD:AAE3595,BOLD:AAE3593	Echinodermata	Valvatida	Solasteridae	Paralophaster
Invertebrates	Paralvinella grasslei	D		2	1	81872		Annelida	Terebellida	Alvinellidae	Paralvinella
Invertebrates	Paraprionospio pinnata	D	Paraprionospio pinnata,Spiophanes bombyx,Prionospio queenslandica	3	1	497238	BOLD:ACH1221,BOLD:ACB7462,BOLD:ACH1123	Annelida	Spionida	Spionidae	Paraprionospio
Invertebrates	Parastenella spinosa	D		2	1	514212		Cnidaria	Alcyonacea	Primnoidae	Parastenella
Invertebrates	Parawaldeckia kidderi	F		0	0	302243		Arthropoda	Amphipoda	Lysianassidae	Parawaldeckia
Invertebrates	Parazoanthus elongatus	F		0	0	211855		Cnidaria	Zoantharia	Parazoanthidae	Parazoanthus
Invertebrates	Parborlasia corrugatus	C	Parborlasia corrugatus	4	1	25879	BOLD:AAM1959,BOLD:AAL3220,BOLD:ADD8312,BOLD:AAM1958	Nemertea	Heteronemertea	Lineidae	Parborlasia
Invertebrates	Pareucalanus attenuatus	F		0	0	302285		Arthropoda	Calanoida	Eucalanidae	Pareucalanus
Invertebrates	Pareucalanus sewelli	F		0	0	152212		Arthropoda	Calanoida	Eucalanidae	Pareucalanus
Invertebrates	Pareuthria fuscata	F		0	0	717732		Mollusca	Neogastropoda	Buccinidae	Pareuthria
Invertebrates	Parvulastra exigua	C	Parvulastra exigua	5	1	96298	BOLD:AAA5472,BOLD:AAA5474,BOLD:AAA5473	Echinodermata	Valvatida	Asterinidae	Parvulastra
Invertebrates	Patiria chilensis	F		0	0	168994		Echinodermata	Valvatida	Asterinidae	Patiria
Invertebrates	Pavona clavus	F		0	0	83585		Cnidaria	Scleractinia	Agariciidae	Pavona
Invertebrates	Pectinaster agassizi	D	Pectinaster agassizi	3	1	140236	BOLD:AAF8170	Echinodermata	Notomyotida	Benthopectinidae	Pectinaster
Invertebrates	Pelagia noctiluca	F		0	0	506154		Cnidaria	Semaeostomeae	Pelagiidae	Pelagia
Invertebrates	Pelagobia longicirrata	D		6	1	606678		Annelida	Phyllodocida	Lopadorrhynchidae	Pelagobia
Invertebrates	Peltarion spinulosum	B	Peltarion spinulosum	8	1	606057	BOLD:AAZ5251	Arthropoda	Decapoda	Trichopeltariidae	Peltarion
Invertebrates	Peltospira operculata	F		0	0	667036		Mollusca	Neomphalida	Peltospiridae	Peltospira
Invertebrates	Penaeus californiensis	F		0	0	934514		Arthropoda	Decapoda	Penaeidae	Penaeus
Invertebrates	Penaeus stylirostris	D		2	2	173998		Arthropoda	Decapoda	Penaeidae	Penaeus
Invertebrates	Pentaceraster cumingi	F		0	0	31990		Echinodermata	Valvatida	Oreasteridae	Pentaceraster
Invertebrates	Perinereis gualpensis	F		0	0	506736		Annelida	Phyllodocida	Nereididae	Perinereis
Invertebrates	Perknaster densus	E**	Perknaster sladeni,Perknaster fuscus,Perknaster densus	7	1	213245	BOLD:ACE3154,BOLD:AAE0137,BOLD:AAE0138	Echinodermata	Valvatida	Ganeriidae	Perknaster
Invertebrates	Perlophiura profundissima	D		1	1	220496		Echinodermata	Ophiurida	check_spell	Perlophiura
Invertebrates	Persististrombus granulatus	D		3	1	82533		Mollusca	Littorinimorpha	Strombidae	Persististrombus
Invertebrates	Perumytilus purpuratus	D		12	1	535531		Mollusca	Mytilida	Mytilidae	Perumytilus
Invertebrates	Petramithrax pygmaeus	F		0	0	934161		Arthropoda	Decapoda	Mithracidae	Petramithrax
Invertebrates	Petrolisthes tuberculatus	D		0	1	393126		Arthropoda	Decapoda	Porcellanidae	Petrolisthes
Invertebrates	Petrolisthes violaceus	D	Petrolisthes violaceus	1	1	393121	BOLD:ABV9765	Arthropoda	Decapoda	Porcellanidae	Petrolisthes
Invertebrates	Phaenna spinifera	D		1	1	349753		Arthropoda	Calanoida	Phaennidae	Phaenna
Invertebrates	Phataria unifascialis	D	Phataria unifascialis	1	1	221548	BOLD:ADP1153	Echinodermata	Valvatida	Ophidiasteridae	Phataria
Invertebrates	Phragmatopoma virgini	F		0	0	24493		Annelida	check_spell	Sabellariidae	Phragmatopoma
Invertebrates	Phronima sedentaria	D		2	1	153419		Arthropoda	Amphipoda	Phronimidae	Phronima
Invertebrates	Phronimella elongata	D		3	1	153421		Arthropoda	Amphipoda	Phronimidae	Phronimella
Invertebrates	Phrontis nassiformis	F		0	0	795788		Mollusca	Neogastropoda	Nassariidae	Phrontis
Invertebrates	Phrontis pagoda	F		0	0	302958		Mollusca	Neogastropoda	Nassariidae	Phrontis
Invertebrates	Phrontis versicolor	F		0	0	795790		Mollusca	Neogastropoda	Nassariidae	Phrontis
Invertebrates	Physalia physalis	D	Physalia physalis	2	2	24318	BOLD:AAH8443,BOLD:AAH8444	Cnidaria	Siphonophorae	Physaliidae	Physalia
Invertebrates	Physophora hydrostatica	D		6	2	455867		Cnidaria	Siphonophorae	Physophoridae	Physophora
Invertebrates	Pilematechinus vesica	D	Pilematechinus vesica	1	1	208458	BOLD:AAY3983	Echinodermata	Holasteroida	Urechinidae	Pilematechinus
Invertebrates	Pilosabia trigona	D		1	1	85002		Mollusca	Littorinimorpha	Hipponicidae	Pilosabia
Invertebrates	Pinna carnea	D		1	1	653264		Mollusca	Ostreida	Pinnidae	Pinna
Invertebrates	Pione vastifica	F		0	0	152419		Porifera	Clionaida	Clionaidae	Pione
Invertebrates	Pista brevibranchiata	E**	Pista brevibranchiata,Pista wui	6	1	299373	BOLD:ADP6006,BOLD:AAY3808,BOLD:ADP4702,BOLD:AAF2378,BOLD:ADP6007	Annelida	Terebellida	Terebellidae	Pista
Invertebrates	Pista cristata	D	Pista cristata,Pista estevanica	2	2	164286	BOLD:ACP4603,BOLD:ACR2147,BOLD:AAH9500	Annelida	Terebellida	Terebellidae	Pista
Invertebrates	Placospongia carinata	F		0	0	239866		Porifera	Clionaida	Placospongiidae	Placospongia
Invertebrates	Plakina trilopha	F		0	0	242377		Porifera	Homosclerophorida	Plakinidae	Plakina
Invertebrates	Pleuromamma abdominalis	D		9	3	152211		Arthropoda	Calanoida	Metridinidae	Pleuromamma
Invertebrates	Pleuromamma borealis	F		0	0	302275		Arthropoda	Calanoida	Metridinidae	Pleuromamma
Invertebrates	Pleuromamma gracilis	D		15	3	315369		Arthropoda	Calanoida	Metridinidae	Pleuromamma
Invertebrates	Pleuromamma piseki	F		0	0	152167		Arthropoda	Calanoida	Metridinidae	Pleuromamma
Invertebrates	Pleuromamma robusta	D		10	1	746550		Arthropoda	Calanoida	Metridinidae	Pleuromamma
